# object_name   ref_object  relative_x relative_y 
Bishop_61268   Bishop_55110  230939 41252 
Bishop_61269   King_29196  53349 -62858 
Bishop_61270   King_20209  -6898 2267 
Bishop_61271   Rook_42537  147795 -185866 
Knight_61272   Rook_12320  245852 -30959 
Knight_61273   Queen_1170  -104906 242282 
Rook_61274   Knight_12643  -97905 -4937 
Rook_61275   King_42504  13959 39592 
Rook_61276   Rook_40259  242457 171036 
Knight_61277   Bishop_56237  84977 -34092 
Bishop_61278   Rook_50362  10377 -131797 
Queen_61279   Queen_8160  76964 126678 
Bishop_61280   Bishop_38373  -230994 -110013 
Queen_61281   King_14713  -26993 -137594 
Rook_61282   King_15363  -91532 -197560 
Knight_61283   Rook_23415  71878 -182868 
Queen_61284   Rook_32126  -217509 52842 
King_61285   Knight_15053  -49777 118127 
King_61286   Bishop_17171  73979 -17389 
King_61287   Rook_12887  -89949 99834 
Bishop_61288   King_42071  76231 -42412 
Queen_61289   King_16766  -69531 199724 
King_61290   King_40666  197302 -64291 
King_61291   Queen_26065  -41463 10249 
Knight_61292   Bishop_18808  -35249 -48290 
Queen_61293   King_32816  40363 -34103 
King_61294   Queen_26821  33875 97475 
Bishop_61295   Queen_54355  -53891 63130 
Rook_61296   Bishop_27783  97755 63149 
Rook_61297   Queen_53126  114217 -142616 
King_61298   Rook_7835  -79800 69428 
Knight_61299   King_39032  84750 -17302 
Knight_61300   King_22438  -148883 185763 
Knight_61301   Rook_56545  39324 21513 
Queen_61302   Knight_3507  -126837 78913 
Knight_61303   Knight_6203  173072 -107864 
Knight_61304   Queen_53999  -62361 97567 
Rook_61305   Bishop_42775  200670 203117 
Rook_61306   Queen_24633  27557 81419 
Knight_61307   Knight_33731  81829 -207537 
Knight_61308   Queen_55105  -12364 -112950 
King_61309   Queen_16044  -30939 -165290 
Knight_61310   King_6781  10517 -48802 
Rook_61311   Rook_33133  -50443 -115259 
Queen_61312   Rook_55897  -100868 -29223 
Queen_61313   Rook_14681  11773 -49901 
Rook_61314   King_60220  194190 -17643 
Rook_61315   Knight_22459  186358 106016 
Knight_61316   Knight_7072  105751 -110650 
Knight_61317   King_40745  31898 91175 
Knight_61318   Bishop_10987  97122 -4139 
Knight_61319   King_47994  -7605 -32179 
Bishop_61320   Rook_33922  217339 6434 
King_61321   Knight_46711  94074 -24260 
Rook_61322   King_19328  -63131 -35861 
Queen_61323   Queen_46344  -77132 -46469 
Queen_61324   Bishop_27868  -89698 -69986 
Queen_61325   Queen_41885  159353 -194781 
Bishop_61326   Queen_55742  181127 -4474 
King_61327   Bishop_44795  13793 -40882 
King_61328   King_43223  5365 -20891 
Knight_61329   Rook_19640  -44049 -38919 
Queen_61330   Knight_16047  19234 59521 
Knight_61331   Knight_20448  47551 -119205 
Bishop_61332   Rook_6471  -50283 -84683 
King_61333   Knight_27385  -12628 68265 
Queen_61334   Rook_35307  91857 18842 
Rook_61335   Queen_5781  185675 -176085 
King_61336   Queen_4399  -101120 -80901 
Bishop_61337   Queen_38000  646 2533 
Bishop_61338   King_21168  -196383 92880 
Queen_61339   Rook_60548  -51082 -22586 
Knight_61340   Bishop_51298  -76875 86107 
Rook_61341   King_25559  -10936 -43765 
Knight_61342   Knight_58778  -21977 -57649 
Rook_61343   Bishop_16471  -164736 -90546 
Bishop_61344   Rook_5866  -11667 -245112 
Queen_61345   Rook_17996  -130946 -221852 
Bishop_61346   King_8291  47705 19029 
Knight_61347   King_54433  -27714 114537 
Knight_61348   King_53892  -134567 126811 
Queen_61349   Queen_46995  -51557 -15138 
King_61350   Rook_23325  25114 -8755 
Bishop_61351   Knight_23071  129182 84611 
Bishop_61352   Bishop_35457  123525 -170800 
King_61353   Knight_21701  -113825 -19385 
Knight_61354   King_6020  -231770 77204 
Rook_61355   Knight_53177  226010 -27127 
Queen_61356   Bishop_29159  -20637 -24713 
Knight_61357   Queen_30582  1371 116207 
King_61358   King_4477  67972 -145553 
Knight_61359   King_18778  -73936 19269 
King_61360   Rook_11651  46121 -169745 
Queen_61361   Queen_50010  -199717 2564 
Knight_61362   Queen_32647  -80007 19785 
Knight_61363   Bishop_28282  -67890 134594 
Bishop_61364   King_58530  -15132 166802 
Rook_61365   Queen_38000  248131 31227 
Bishop_61366   Knight_56362  -5871 123409 
Knight_61367   Queen_6041  98767 19376 
Rook_61368   Bishop_37151  112859 20809 
Knight_61369   King_30575  -83217 -21639 
Knight_61370   Queen_15192  -74399 129867 
Queen_61371   Knight_45609  -76805 -138984 
Bishop_61372   Bishop_26606  -123482 232534 
Rook_61373   Rook_11752  106526 -40696 
Queen_61374   Bishop_56800  22084 88147 
Rook_61375   Knight_29438  -76760 35845 
Rook_61376   Queen_44603  -25941 -184838 
Knight_61377   Knight_25892  -175892 54550 
Knight_61378   Rook_9014  -30429 -116794 
King_61379   Queen_18876  157920 -3206 
King_61380   Bishop_23023  137007 -83330 
Rook_61381   Bishop_27083  94421 151001 
Rook_61382   Rook_52029  7155 26107 
King_61383   Rook_43954  57582 -142340 
Bishop_61384   Knight_35150  193967 -197424 
Bishop_61385   Rook_12796  108625 156834 
Rook_61386   Knight_40143  107184 -109722 
Bishop_61387   Bishop_34549  -28374 -98556 
Knight_61388   King_47468  93314 17341 
King_61389   Rook_23780  10060 47473 
Queen_61390   Bishop_36287  24831 104334 
King_61391   Queen_61330  -80791 -150509 
Bishop_61392   Rook_36086  226692 -70853 
Knight_61393   Bishop_37548  43294 -76870 
Bishop_61394   Knight_29576  -27804 -10520 
King_61395   Knight_1005  30652 11310 
Rook_61396   Queen_14173  100915 4198 
Bishop_61397   King_35800  -42986 -107736 
Knight_61398   Bishop_49638  -179830 191300 
Queen_61399   King_16824  -232052 -15357 
Rook_61400   Rook_12399  57118 253025 
Knight_61401   Bishop_25866  118018 151530 
Queen_61402   King_40538  -27890 -44273 
Bishop_61403   Queen_10107  -17988 182686 
King_61404   Knight_38829  19056 -60080 
Rook_61405   Knight_12577  57209 95306 
Queen_61406   Rook_51296  93482 197966 
Rook_61407   Knight_9576  43314 163264 
Knight_61408   Knight_43817  -50755 -58454 
Bishop_61409   Rook_50758  -136894 36390 
Queen_61410   Bishop_18731  66651 52923 
Knight_61411   King_32989  1820 26801 
Bishop_61412   Bishop_4583  13259 -16848 
Queen_61413   Bishop_54077  -234147 -96715 
Rook_61414   Knight_37655  -64723 142117 
Queen_61415   King_36875  -52000 -44975 
Knight_61416   King_4474  202995 135101 
King_61417   Queen_60316  70557 187603 
Queen_61418   Queen_18986  -4029 -158832 
King_61419   Knight_11809  -40894 81021 
Rook_61420   Knight_2752  94758 -93834 
Bishop_61421   Bishop_49047  -13180 268357 
King_61422   King_43719  -113294 14212 
Bishop_61423   Bishop_33036  150104 -41057 
Queen_61424   King_56825  -54996 -44169 
Queen_61425   Rook_57722  -2195 -125270 
Queen_61426   Bishop_50405  31581 -56629 
Knight_61427   Knight_60890  -10024 28620 
Bishop_61428   Bishop_33331  288881 -36197 
King_61429   Knight_15807  -22079 27676 
Queen_61430   Bishop_21925  161822 9927 
King_61431   Knight_50720  135282 120833 
Bishop_61432   Rook_53234  -230056 -137681 
Knight_61433   King_48933  -55803 45796 
Queen_61434   Queen_44133  -150722 38618 
Rook_61435   Queen_28139  41446 -149647 
King_61436   Queen_21013  -95636 -249945 
Bishop_61437   Knight_26870  -52695 -534 
Rook_61438   King_25949  124892 -71699 
Bishop_61439   Bishop_2030  -97043 69634 
King_61440   King_60354  -114557 -173393 
Queen_61441   Knight_31650  2458 -54067 
King_61442   Knight_60520  141007 98256 
Queen_61443   Queen_54636  -43114 9933 
Bishop_61444   King_58843  15662 10999 
Rook_61445   Bishop_15161  1358 -97231 
Bishop_61446   Bishop_42905  -3083 -141029 
Bishop_61447   Knight_50243  69373 -2623 
Bishop_61448   Knight_59924  -90526 243103 
Bishop_61449   Bishop_34788  231876 -145543 
Rook_61450   Knight_31583  -9891 13942 
Knight_61451   Queen_3509  -158960 -60760 
Rook_61452   Bishop_58629  -102413 117353 
King_61453   Queen_59054  174613 69965 
Rook_61454   Queen_11267  -109259 -170306 
Bishop_61455   Rook_43486  -18628 25001 
Knight_61456   Queen_43164  -152162 51246 
Bishop_61457   Queen_22052  200135 -90065 
Knight_61458   Rook_1341  143399 -80537 
Queen_61459   Rook_56537  -33647 -89200 
Rook_61460   Knight_21877  53782 -84593 
Rook_61461   Queen_35122  83723 196744 
Bishop_61462   Knight_41358  -184587 141101 
Knight_61463   King_22827  -10056 -22137 
Queen_61464   King_42241  485 56014 
Rook_61465   Rook_49476  17054 79617 
Bishop_61466   King_35753  280089 40407 
King_61467   Knight_29191  -72657 117126 
Queen_61468   Rook_60805  19727 -19533 
Queen_61469   Bishop_39455  30064 246418 
Bishop_61470   King_49055  -132271 -98770 
Knight_61471   Bishop_46346  169777 -24901 
King_61472   Queen_24028  -24198 -253662 
Rook_61473   King_31802  275594 -106762 
Knight_61474   Queen_24731  126727 121812 
King_61475   Knight_55411  -187095 28907 
King_61476   Rook_38920  108511 232347 
King_61477   Bishop_37752  -37382 22710 
King_61478   Queen_6179  1201 58063 
Bishop_61479   King_54694  76067 -89226 
Bishop_61480   King_20557  33602 -90427 
Queen_61481   Knight_5754  -73289 -43234 
King_61482   Rook_50567  -135228 -188037 
Queen_61483   Rook_13926  56165 -146091 
King_61484   Bishop_57643  -9830 14079 
Bishop_61485   Queen_20658  2765 73835 
King_61486   Queen_35895  -4086 -212868 
Knight_61487   Queen_12903  -40188 -15094 
King_61488   Rook_12823  19969 -165856 
Rook_61489   Rook_48501  -235755 33935 
Knight_61490   Queen_3805  154816 -139173 
Rook_61491   Knight_50637  -161617 120305 
King_61492   Bishop_19382  226976 -50680 
Rook_61493   Queen_10072  67134 29953 
Bishop_61494   Rook_33173  -164617 177307 
King_61495   King_3614  -133506 -90198 
Rook_61496   King_51637  147761 12472 
Knight_61497   Rook_12170  -242404 -19040 
King_61498   Rook_58775  -168072 19944 
Knight_61499   Knight_19260  2067 25843 
Bishop_61500   King_8312  -125268 28227 
Queen_61501   King_53276  82967 -192660 
Bishop_61502   King_31361  113128 63613 
King_61503   Rook_50459  172662 273306 
King_61504   Rook_48589  -38216 2071 
Rook_61505   King_9429  -162918 79324 
Bishop_61506   King_43637  61587 -128049 
Rook_61507   Queen_47612  4254 -223578 
King_61508   Rook_41303  41788 69193 
Queen_61509   Rook_22226  47610 17659 
Rook_61510   Bishop_51459  30636 203924 
Rook_61511   Queen_52315  -150374 -23415 
Rook_61512   Bishop_55800  153050 -135809 
Knight_61513   Knight_22643  -31969 -50527 
Queen_61514   Bishop_19961  1824 61287 
Bishop_61515   Bishop_14814  -49896 56360 
Rook_61516   King_16516  -727 -169190 
Knight_61517   Queen_45980  48626 49799 
King_61518   Queen_60224  123550 -51018 
Knight_61519   Bishop_29192  16275 66879 
Bishop_61520   Queen_34339  1134 127163 
Rook_61521   King_47787  -38284 -7345 
Knight_61522   Queen_18792  176833 -101484 
Knight_61523   Queen_44808  35600 121299 
Knight_61524   Rook_10512  87076 74802 
King_61525   Rook_16224  -9376 48970 
Queen_61526   Knight_44746  176071 -114506 
Knight_61527   Rook_17987  -66161 228270 
Queen_61528   Queen_20714  -141903 90906 
Knight_61529   King_58394  -150033 -54794 
Bishop_61530   Knight_13063  2073 13089 
Queen_61531   Bishop_29105  20363 -29692 
Rook_61532   Rook_31771  -221992 56688 
Queen_61533   Queen_37780  151160 4063 
King_61534   Queen_32438  -155024 75011 
Bishop_61535   Knight_50698  25426 -141699 
Queen_61536   Queen_20155  74808 191747 
Knight_61537   Knight_48426  -105121 -219448 
Knight_61538   Bishop_55455  40482 84301 
King_61539   King_4931  44204 129106 
Knight_61540   Rook_55177  -107553 -22514 
Bishop_61541   Queen_11106  4966 -203689 
Queen_61542   Knight_16053  37865 -291408 
King_61543   Knight_43170  58965 -171230 
King_61544   Knight_2527  72753 215997 
Knight_61545   Bishop_42872  31424 101115 
King_61546   Queen_45945  -31560 -53619 
Queen_61547   Rook_31293  -56701 -70219 
Bishop_61548   King_59867  14754 22670 
King_61549   Knight_47313  -90924 -113909 
Queen_61550   Knight_34497  -67693 35332 
Knight_61551   Rook_38732  5454 160626 
Queen_61552   Rook_28767  -31169 -169225 
Rook_61553   Knight_33628  45705 -142058 
King_61554   King_29795  -99851 -101335 
Queen_61555   Rook_26699  -58709 -78462 
Knight_61556   King_60508  -37420 -167285 
King_61557   Knight_54358  122047 -82652 
Knight_61558   Knight_15657  -271169 65318 
Rook_61559   Rook_20835  -22565 -22218 
King_61560   King_55337  164017 -223506 
King_61561   King_44301  -9568 -132052 
Rook_61562   Knight_47161  -87916 -5258 
Knight_61563   Knight_14130  -9995 -24737 
Queen_61564   Knight_11159  27821 31243 
King_61565   Queen_41622  -220000 -56285 
Bishop_61566   King_36166  -53010 33736 
King_61567   King_31447  151735 -148918 
Knight_61568   King_61546  144708 100541 
Bishop_61569   King_4012  -62081 -185744 
Rook_61570   Rook_14182  -133165 -167995 
Bishop_61571   Rook_24445  -8527 -23742 
Queen_61572   Rook_3813  12468 -121250 
King_61573   Bishop_38628  47455 -93998 
Rook_61574   King_34080  8685 151383 
Bishop_61575   King_59174  31112 -5176 
Queen_61576   King_39912  -92207 -38780 
Queen_61577   Rook_58275  80241 -1290 
Queen_61578   Rook_16761  -101981 -58345 
Knight_61579   King_55664  -211336 -160648 
Queen_61580   Queen_48688  -150217 -140409 
Queen_61581   Rook_31010  -117002 20806 
Bishop_61582   Bishop_42030  -173933 -256945 
Queen_61583   Rook_12616  -128958 -95793 
Knight_61584   Bishop_3053  -21578 87751 
Bishop_61585   Queen_23045  74744 30803 
Bishop_61586   Rook_25253  49234 159202 
Bishop_61587   King_24250  147738 243313 
King_61588   Queen_50034  -79758 156678 
Knight_61589   Rook_30789  124014 -247785 
Knight_61590   Knight_55657  100802 78373 
Rook_61591   Rook_10168  -123815 -72930 
Bishop_61592   Bishop_43138  83456 -217399 
Bishop_61593   King_25697  -75387 -120600 
Rook_61594   King_6405  110299 102197 
Knight_61595   Queen_34829  -54694 -266060 
King_61596   King_22861  -29821 -97356 
Knight_61597   Knight_35156  -44191 45986 
Rook_61598   Bishop_14515  102964 -114508 
Bishop_61599   Queen_42126  -22786 -40186 
King_61600   Knight_12734  -70537 18369 
Knight_61601   Knight_10929  29858 -68750 
King_61602   Knight_34581  -153162 -41789 
Bishop_61603   Rook_7499  125519 -85532 
Bishop_61604   King_18218  -53914 -116423 
King_61605   King_32495  35778 -228673 
Bishop_61606   Queen_28801  -43537 -4463 
Knight_61607   Bishop_5431  1612 -56556 
Knight_61608   Rook_49679  -90117 76698 
Bishop_61609   Queen_27784  5187 -218303 
Rook_61610   Rook_33426  -191037 98922 
Queen_61611   Knight_36715  11520 270212 
King_61612   King_52448  168628 125161 
Bishop_61613   King_24018  -5101 -96293 
Rook_61614   Rook_50100  157334 -201899 
Queen_61615   Rook_34463  -21809 -15971 
Knight_61616   Rook_58007  68551 -166333 
Queen_61617   King_27538  -54775 -284147 
Bishop_61618   Knight_54777  148563 101123 
Bishop_61619   Bishop_50025  -13355 106167 
Queen_61620   Knight_1498  61535 -62456 
Bishop_61621   Knight_11728  -172617 -58750 
Queen_61622   Knight_46084  -72573 -179886 
Bishop_61623   Queen_50170  207646 15175 
Rook_61624   Rook_34991  118044 -170859 
King_61625   Queen_37466  -44660 157089 
Rook_61626   King_4820  68763 -99412 
Rook_61627   Rook_36569  36086 271084 
King_61628   Queen_38049  231586 -34372 
Knight_61629   Queen_18462  208710 40044 
King_61630   Knight_25516  -4902 -41371 
Knight_61631   Knight_57636  78134 -5382 
Queen_61632   Bishop_20043  -21057 60389 
Rook_61633   Rook_37909  -48028 -120555 
King_61634   King_60032  -4445 -179043 
Rook_61635   King_2614  -233241 -31879 
King_61636   Queen_21712  117587 12714 
Bishop_61637   King_55259  -19334 -8315 
Knight_61638   Rook_44346  178020 188041 
King_61639   Knight_17778  -147142 -64726 
King_61640   Bishop_26283  30937 481 
Knight_61641   Bishop_30427  62881 -152620 
Knight_61642   Bishop_257  59132 268792 
Queen_61643   Rook_30896  -67495 134008 
Queen_61644   Rook_14134  -62480 75909 
Knight_61645   Queen_15489  15246 47702 
Knight_61646   Rook_43979  -97570 1684 
Queen_61647   Knight_5843  -8971 75003 
Queen_61648   Rook_5393  77084 173856 
Knight_61649   Knight_1349  -12573 -39767 
Queen_61650   Bishop_12062  160367 88371 
Bishop_61651   Knight_52824  80734 -96718 
Rook_61652   Queen_39301  -252040 214535 
Knight_61653   King_61612  -51351 92916 
Rook_61654   Knight_38325  -24411 -126880 
King_61655   Knight_3896  71326 78215 
Queen_61656   King_34722  -179326 -176330 
Knight_61657   King_30709  -36134 9519 
Queen_61658   Bishop_26689  -22060 -92390 
Queen_61659   Knight_798  41673 23341 
King_61660   King_33105  -34869 -117310 
Bishop_61661   King_33525  -111990 92676 
King_61662   Rook_22650  14159 -184785 
Knight_61663   Knight_53164  -197598 40611 
Bishop_61664   King_25732  176817 -141085 
King_61665   Knight_11133  227066 18584 
Rook_61666   Knight_15284  38213 -36254 
Rook_61667   Rook_39123  -160267 -152705 
Rook_61668   Rook_1129  -117451 209733 
Rook_61669   King_34016  207445 6210 
Knight_61670   Queen_11137  21114 -75452 
Bishop_61671   Bishop_34911  -11582 -185114 
Knight_61672   Rook_61553  -11368 -135715 
Knight_61673   Queen_56815  186349 138436 
Knight_61674   Queen_2924  60988 54911 
Bishop_61675   Rook_29266  -72270 35737 
Queen_61676   Bishop_1306  -149186 -168948 
Rook_61677   Bishop_50395  74507 -124379 
Queen_61678   King_16278  -62419 -102622 
King_61679   Bishop_43726  -95970 -161909 
King_61680   Rook_24515  -97841 -240670 
Knight_61681   Queen_57464  -242737 -60124 
King_61682   Queen_19028  -79747 104560 
Knight_61683   Queen_5412  -126672 33177 
Bishop_61684   King_3056  -231615 29843 
King_61685   Queen_47911  143781 -171759 
Rook_61686   Queen_24144  -90324 -139776 
King_61687   Bishop_50068  54045 -140798 
Bishop_61688   Bishop_55963  269436 164078 
King_61689   King_25807  -92552 -61498 
Bishop_61690   Rook_5030  -21319 247272 
Knight_61691   Rook_23097  108319 95772 
Queen_61692   Bishop_4538  90354 -187856 
Knight_61693   Queen_41895  -132716 -136683 
Knight_61694   Bishop_20187  21514 148585 
Queen_61695   Bishop_28432  83851 -44027 
Queen_61696   Rook_55132  76016 -99470 
Bishop_61697   Queen_35728  -103801 -69403 
Rook_61698   Rook_55539  42587 -18132 
Queen_61699   Knight_21235  53081 169841 
Knight_61700   King_55968  42786 -104585 
Rook_61701   King_29227  74861 20433 
